rho_sim,scaled_rho_sim,theta_sim,genome_size_sim,depth_sim,seed_sim,mean,std,min,5%,25%,50%,75%,95%,max
0.075,37.5,0.01,10000.0,2.5,456.0,4.35,0.5871429486123998,3.0,3.95,4.0,4.0,5.0,5.0,5.0
0.1,50.0,0.01,10000.0,2.5,456.0,6.0,0.7254762501100119,5.0,5.0,5.75,6.0,6.25,7.000000000000001,7.000000000000001
0.01,5.0,0.01,25000.0,2.5,456.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,25000.0,2.5,456.0,2.9,0.3077935056255462,2.0,2.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,25000.0,2.5,456.0,3.75,0.4442616583193193,3.0,3.0,3.75,4.0,4.0,4.0,4.0
0.075,37.5,0.01,25000.0,2.5,456.0,4.55,0.5104177855340405,4.0,4.0,4.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,25000.0,2.5,456.0,7.55,0.5104177855340399,7.000000000000001,7.000000000000001,7.000000000000001,8.0,8.0,8.0,8.0
0.01,5.0,0.01,50000.0,2.5,456.0,1.1,0.3077935056255462,1.0,1.0,1.0,1.0,1.0,2.0,2.0
0.025,12.5,0.01,50000.0,2.5,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,50000.0,2.5,456.0,3.85,0.36634754853252327,3.0,3.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,50000.0,2.5,456.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,50000.0,2.5,456.0,6.95,0.3940344628262062,6.0,6.0,7.000000000000001,7.000000000000001,7.000000000000001,7.050000000000002,8.0
0.01,5.0,0.01,75000.0,2.5,456.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,75000.0,2.5,456.0,2.5,0.512989176042577,2.0,2.0,2.0,2.5,3.0,3.0,3.0
0.05,25.0,0.01,75000.0,2.5,456.0,4.4,0.5026246899500345,4.0,4.0,4.0,4.0,5.0,5.0,5.0
0.075,37.5,0.01,75000.0,2.5,456.0,5.1,0.3077935056255463,5.0,5.0,5.0,5.0,5.0,6.0,6.0
0.1,50.0,0.01,75000.0,2.5,456.0,7.7,0.4701623459816268,7.000000000000001,7.000000000000001,7.000000000000001,8.0,8.0,8.0,8.0
0.01,5.0,0.01,100000.0,2.5,456.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,100000.0,2.5,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,100000.0,2.5,456.0,4.75,0.4442616583193193,4.0,4.0,4.75,5.0,5.0,5.0,5.0
0.075,37.5,0.01,100000.0,2.5,456.0,5.4,0.5026246899500345,5.0,5.0,5.0,5.0,6.0,6.0,6.0
0.1,50.0,0.01,100000.0,2.5,456.0,6.25,0.4442616583193197,6.0,6.0,6.0,6.0,6.25,7.000000000000001,7.000000000000001
0.01,5.0,0.01,10000.0,5.0,456.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,10000.0,5.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,10000.0,5.0,456.0,3.6,0.5026246899500347,3.0,3.0,3.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,10000.0,5.0,456.0,5.1,0.5525062514530824,4.0,4.0,5.0,5.0,5.0,6.0,6.0
0.1,50.0,0.01,10000.0,5.0,456.0,4.6,0.5026246899500345,4.0,4.0,4.0,5.0,5.0,5.0,5.0
0.01,5.0,0.01,25000.0,5.0,456.0,1.35,0.48936048492959294,1.0,1.0,1.0,1.0,2.0,2.0,2.0
0.025,12.5,0.01,25000.0,5.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,25000.0,5.0,456.0,3.85,0.36634754853252327,3.0,3.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,25000.0,5.0,456.0,4.25,0.4442616583193193,4.0,4.0,4.0,4.0,4.25,5.0,5.0
0.1,50.0,0.01,25000.0,5.0,456.0,6.15,0.3663475485325235,6.0,6.0,6.0,6.0,6.0,7.000000000000001,7.000000000000001
0.01,5.0,0.01,50000.0,5.0,456.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,50000.0,5.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,50000.0,5.0,456.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,50000.0,5.0,456.0,4.9,0.3077935056255463,4.0,4.0,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,50000.0,5.0,456.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
0.01,5.0,0.01,75000.0,5.0,456.0,1.9,0.3077935056255462,1.0,1.0,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,75000.0,5.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,75000.0,5.0,456.0,4.1,0.3077935056255463,4.0,4.0,4.0,4.0,4.0,5.0,5.0
0.075,37.5,0.01,75000.0,5.0,456.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,75000.0,5.0,456.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
0.01,5.0,0.01,100000.0,5.0,456.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,100000.0,5.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,100000.0,5.0,456.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,100000.0,5.0,456.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,100000.0,5.0,456.0,5.9,0.3077935056255462,5.0,5.0,6.0,6.0,6.0,6.0,6.0
0.01,5.0,0.01,10000.0,10.0,456.0,1.05,0.22360679774997907,1.0,1.0,1.0,1.0,1.0,1.0500000000000007,2.0
0.025,12.5,0.01,10000.0,10.0,456.0,2.9,0.3077935056255462,2.0,2.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,10000.0,10.0,456.0,3.4,0.5026246899500347,3.0,3.0,3.0,3.0,4.0,4.0,4.0
0.075,37.5,0.01,10000.0,10.0,456.0,3.45,0.5104177855340405,3.0,3.0,3.0,3.0,4.0,4.0,4.0
0.1,50.0,0.01,10000.0,10.0,456.0,4.5,0.512989176042577,4.0,4.0,4.0,4.5,5.0,5.0,5.0
0.01,5.0,0.01,25000.0,10.0,456.0,1.85,0.36634754853252327,1.0,1.0,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,25000.0,10.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,25000.0,10.0,456.0,3.6,0.5026246899500347,3.0,3.0,3.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,25000.0,10.0,456.0,4.05,0.2236067977499789,4.0,4.0,4.0,4.0,4.0,4.050000000000001,5.0
0.1,50.0,0.01,25000.0,10.0,456.0,4.35,0.4893604849295929,4.0,4.0,4.0,4.0,5.0,5.0,5.0
0.01,5.0,0.01,50000.0,10.0,456.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,50000.0,10.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,50000.0,10.0,456.0,3.7,0.47016234598162726,3.0,3.0,3.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,50000.0,10.0,456.0,4.05,0.22360679774997894,4.0,4.0,4.0,4.0,4.0,4.050000000000001,5.0
0.1,50.0,0.01,50000.0,10.0,456.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.01,5.0,0.01,75000.0,10.0,456.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,75000.0,10.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,75000.0,10.0,456.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,75000.0,10.0,456.0,4.75,0.4442616583193193,4.0,4.0,4.75,5.0,5.0,5.0,5.0
0.1,50.0,0.01,75000.0,10.0,456.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.01,5.0,0.01,100000.0,10.0,456.0,1.3,0.47016234598162715,1.0,1.0,1.0,1.0,2.0,2.0,2.0
0.025,12.5,0.01,100000.0,10.0,456.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,100000.0,10.0,456.0,3.95,0.2236067977499789,3.0,3.95,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,100000.0,10.0,456.0,4.6,0.5026246899500345,4.0,4.0,4.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,100000.0,10.0,456.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.01,5.0,0.01,10000.0,0.5,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,12.5,0.01,10000.0,0.5,789.0,12.2,6.262671365446133,4.0,4.95,7.75,10.5,15.5,21.400000000000006,28.999999999999996
0.05,25.0,0.01,10000.0,0.5,789.0,2.0,0.7254762501100116,1.0,1.0,1.75,2.0,2.25,3.0,3.0
0.075,37.5,0.01,10000.0,0.5,789.0,18.9,34.98405651902471,3.0,3.0,3.0,5.0,7.000000000000001,100.0,100.0
0.1,50.0,0.01,10000.0,0.5,789.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
0.01,5.0,0.01,25000.0,0.5,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,12.5,0.01,25000.0,0.5,789.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
0.05,25.0,0.01,25000.0,0.5,789.0,24.1,15.33794743695998,6.0,7.9,11.0,21.0,32.0,54.0,54.0
0.075,37.5,0.01,25000.0,0.5,789.0,6.15,3.4377930497095925,3.0,3.0,3.0,5.5,8.0,11.300000000000004,17.0
0.1,50.0,0.01,25000.0,0.5,789.0,,,,,,,,,
0.01,5.0,0.01,50000.0,0.5,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,12.5,0.01,50000.0,0.5,789.0,0.2,0.41039134083406165,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.05,25.0,0.01,50000.0,0.5,789.0,,,,,,,,,
0.075,37.5,0.01,50000.0,0.5,789.0,53.05,39.58664713737383,2.0,2.95,18.0,36.0,100.0,100.0,100.0
0.1,50.0,0.01,50000.0,0.5,789.0,2.85,3.099660422827331,0.0,0.0,0.0,3.0,4.0,8.0,8.0
0.01,5.0,0.01,75000.0,0.5,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,12.5,0.01,75000.0,0.5,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,25.0,0.01,75000.0,0.5,789.0,0.9,3.3857285618810087,0.0,0.0,0.0,0.0,0.0,3.6000000000000085,15.0
0.075,37.5,0.01,75000.0,0.5,789.0,39.45,35.965590280301626,0.0,0.0,1.0,30.0,58.00000000000001,100.0,100.0
0.1,50.0,0.01,75000.0,0.5,789.0,16.0,7.26925754552402,6.0,6.0,11.0,16.5,19.0,28.250000000000007,33.0
0.01,5.0,0.01,100000.0,0.5,789.0,0.05,0.22360679774997885,0.0,0.0,0.0,0.0,0.0,0.05000000000000071,1.0
0.025,12.5,0.01,100000.0,0.5,789.0,0.05,0.22360679774997894,0.0,0.0,0.0,0.0,0.0,0.05000000000000071,1.0
0.05,25.0,0.01,100000.0,0.5,789.0,12.05,9.870077054037196,1.0,1.0,4.0,12.0,15.0,25.050000000000015,45.0
0.075,37.5,0.01,100000.0,0.5,789.0,11.2,5.708719093125054,0.0,0.9500000000000001,8.75,10.0,14.250000000000002,20.05,21.0
0.1,50.0,0.01,100000.0,0.5,789.0,4.95,4.7292482990094955,0.0,0.0,0.0,5.5,8.25,9.350000000000005,16.0
0.01,5.0,0.01,10000.0,1.0,789.0,0.25,0.4442616583193193,0.0,0.0,0.0,0.0,0.25,1.0,1.0
0.025,12.5,0.01,10000.0,1.0,789.0,1.3,0.8013147091860318,0.0,0.0,1.0,1.0,2.0,3.0,3.0
0.05,25.0,0.01,10000.0,1.0,789.0,1.95,0.9445132413883324,1.0,1.0,1.0,2.0,2.0,3.1000000000000014,5.0
0.075,37.5,0.01,10000.0,1.0,789.0,2.55,1.2763022245616642,1.0,1.0,1.75,2.0,4.0,4.050000000000001,5.0
0.1,50.0,0.01,10000.0,1.0,789.0,10.0,3.8388594797495723,5.0,5.95,6.0,10.0,12.0,16.1,18.0
0.01,5.0,0.01,25000.0,1.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,12.5,0.01,25000.0,1.0,789.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.05,25.0,0.01,25000.0,1.0,789.0,3.9,0.7880689256524124,3.0,3.0,3.0,4.0,4.25,5.0,5.0
0.075,37.5,0.01,25000.0,1.0,789.0,3.55,1.0500626547722611,2.0,2.0,3.0,4.0,4.0,5.0,5.0
0.1,50.0,0.01,25000.0,1.0,789.0,5.15,0.8127277008872492,4.0,4.0,4.75,5.0,6.0,6.0,6.0
0.01,5.0,0.01,50000.0,1.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,12.5,0.01,50000.0,1.0,789.0,1.6,0.5026246899500347,1.0,1.0,1.0,2.0,2.0,2.0,2.0
0.05,25.0,0.01,50000.0,1.0,789.0,3.35,0.48936048492959283,3.0,3.0,3.0,3.0,4.0,4.0,4.0
0.075,37.5,0.01,50000.0,1.0,789.0,4.95,0.8255779474818964,4.0,4.0,4.0,5.0,6.0,6.0,6.0
0.1,50.0,0.01,50000.0,1.0,789.0,7.65,1.089422831256605,6.0,6.0,7.000000000000001,7.000000000000001,8.25,9.05,10.0
0.01,5.0,0.01,75000.0,1.0,789.0,0.45,0.5104177855340405,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.025,12.5,0.01,75000.0,1.0,789.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.05,25.0,0.01,75000.0,1.0,789.0,3.5,0.6882472016116853,2.0,2.95,3.0,3.5,4.0,4.050000000000001,5.0
0.075,37.5,0.01,75000.0,1.0,789.0,5.2,0.6155870112510924,4.0,4.0,5.0,5.0,6.0,6.0,6.0
0.1,50.0,0.01,75000.0,1.0,789.0,5.2,0.9514531821875093,4.0,4.0,5.0,5.0,5.25,7.000000000000001,7.000000000000001
0.01,5.0,0.01,100000.0,1.0,789.0,0.7,0.4701623459816272,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,100000.0,1.0,789.0,1.4,0.5026246899500346,1.0,1.0,1.0,1.0,2.0,2.0,2.0
0.05,25.0,0.01,100000.0,1.0,789.0,2.3,0.7326950970650465,1.0,1.0,2.0,2.0,3.0,3.0500000000000007,4.0
0.075,37.5,0.01,100000.0,1.0,789.0,4.6,0.6805570473787205,3.0,3.95,4.0,5.0,5.0,5.050000000000001,6.0
0.1,50.0,0.01,100000.0,1.0,789.0,5.15,0.5871429486123998,4.0,4.0,5.0,5.0,5.25,6.0,6.0
0.01,5.0,0.01,10000.0,2.5,789.0,1.05,0.22360679774997902,1.0,1.0,1.0,1.0,1.0,1.0500000000000007,2.0
0.025,12.5,0.01,10000.0,2.5,789.0,3.0,0.45883146774112354,2.0,2.0,3.0,3.0,3.0,4.0,4.0
0.05,25.0,0.01,10000.0,2.5,789.0,3.95,0.39403446282620613,3.0,3.0,4.0,4.0,4.0,4.050000000000001,5.0
0.075,37.5,0.01,10000.0,2.5,789.0,3.25,0.6386663736585051,2.0,2.0,3.0,3.0,4.0,4.0,4.0
0.1,50.0,0.01,10000.0,2.5,789.0,6.05,0.6048053188292997,5.0,5.0,6.0,6.0,6.0,7.000000000000001,7.000000000000001
0.01,5.0,0.01,25000.0,2.5,789.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,25000.0,2.5,789.0,2.95,0.22360679774997894,2.0,2.95,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,25000.0,2.5,789.0,3.45,0.5104177855340405,3.0,3.0,3.0,3.0,4.0,4.0,4.0
0.075,37.5,0.01,25000.0,2.5,789.0,5.05,0.22360679774997894,5.0,5.0,5.0,5.0,5.0,5.050000000000001,6.0
0.1,50.0,0.01,25000.0,2.5,789.0,7.4,0.5982430416161183,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.0,8.05,9.0
0.01,5.0,0.01,50000.0,2.5,789.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,50000.0,2.5,789.0,2.95,0.22360679774997896,2.0,2.95,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,50000.0,2.5,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,50000.0,2.5,789.0,4.7,0.47016234598162726,4.0,4.0,4.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,50000.0,2.5,789.0,6.75,0.4442616583193197,6.0,6.0,6.750000000000001,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001
0.01,5.0,0.01,75000.0,2.5,789.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,75000.0,2.5,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,75000.0,2.5,789.0,4.05,0.2236067977499789,4.0,4.0,4.0,4.0,4.0,4.050000000000001,5.0
0.075,37.5,0.01,75000.0,2.5,789.0,4.95,0.22360679774997888,4.0,4.95,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,75000.0,2.5,789.0,6.25,0.4442616583193197,6.0,6.0,6.0,6.0,6.25,7.000000000000001,7.000000000000001
0.01,5.0,0.01,100000.0,2.5,789.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.025,12.5,0.01,100000.0,2.5,789.0,2.45,0.5104177855340405,2.0,2.0,2.0,2.0,3.0,3.0,3.0
0.05,25.0,0.01,100000.0,2.5,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,100000.0,2.5,789.0,4.7,0.47016234598162726,4.0,4.0,4.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,100000.0,2.5,789.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
0.01,5.0,0.01,10000.0,5.0,789.0,1.65,0.48936048492959294,1.0,1.0,1.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,10000.0,5.0,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,10000.0,5.0,789.0,3.1,0.3077935056255462,3.0,3.0,3.0,3.0,3.0,4.0,4.0
0.075,37.5,0.01,10000.0,5.0,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.1,50.0,0.01,10000.0,5.0,789.0,6.800000000000002,0.410391340834062,6.0,6.0,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001
0.01,5.0,0.01,25000.0,5.0,789.0,1.1,0.3077935056255462,1.0,1.0,1.0,1.0,1.0,2.0,2.0
0.025,12.5,0.01,25000.0,5.0,789.0,3.05,0.22360679774997894,3.0,3.0,3.0,3.0,3.0,3.0500000000000007,4.0
0.05,25.0,0.01,25000.0,5.0,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,25000.0,5.0,789.0,4.85,0.36634754853252327,4.0,4.0,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,25000.0,5.0,789.0,7.15,0.3663475485325229,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.0,8.0
0.01,5.0,0.01,50000.0,5.0,789.0,1.4,0.5026246899500346,1.0,1.0,1.0,1.0,2.0,2.0,2.0
0.025,12.5,0.01,50000.0,5.0,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,50000.0,5.0,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,50000.0,5.0,789.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,50000.0,5.0,789.0,5.7,0.47016234598162726,5.0,5.0,5.0,6.0,6.0,6.0,6.0
0.01,5.0,0.01,75000.0,5.0,789.0,1.55,0.5104177855340405,1.0,1.0,1.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,75000.0,5.0,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,75000.0,5.0,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,75000.0,5.0,789.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,75000.0,5.0,789.0,5.7,0.47016234598162726,5.0,5.0,5.0,6.0,6.0,6.0,6.0
0.01,5.0,0.01,100000.0,5.0,789.0,1.35,0.48936048492959294,1.0,1.0,1.0,1.0,2.0,2.0,2.0
0.025,12.5,0.01,100000.0,5.0,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,100000.0,5.0,789.0,4.05,0.22360679774997888,4.0,4.0,4.0,4.0,4.0,4.050000000000001,5.0
0.075,37.5,0.01,100000.0,5.0,789.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.1,50.0,0.01,100000.0,5.0,789.0,5.05,0.22360679774997894,5.0,5.0,5.0,5.0,5.0,5.050000000000001,6.0
0.01,5.0,0.01,10000.0,10.0,789.0,1.95,0.2236067977499791,1.0,1.9500000000000002,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,10000.0,10.0,789.0,2.65,0.48936048492959294,2.0,2.0,2.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,10000.0,10.0,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.075,37.5,0.01,10000.0,10.0,789.0,3.15,0.36634754853252327,3.0,3.0,3.0,3.0,3.0,4.0,4.0
0.1,50.0,0.01,10000.0,10.0,789.0,5.15,0.36634754853252327,5.0,5.0,5.0,5.0,5.0,6.0,6.0
0.01,5.0,0.01,25000.0,10.0,789.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,25000.0,10.0,789.0,2.9,0.3077935056255462,2.0,2.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,25000.0,10.0,789.0,3.95,0.2236067977499789,3.0,3.95,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,25000.0,10.0,789.0,4.15,0.3663475485325232,4.0,4.0,4.0,4.0,4.0,5.0,5.0
0.1,50.0,0.01,25000.0,10.0,789.0,5.85,0.36634754853252327,5.0,5.0,6.0,6.0,6.0,6.0,6.0
0.01,5.0,0.01,50000.0,10.0,789.0,1.85,0.36634754853252327,1.0,1.0,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,50000.0,10.0,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,50000.0,10.0,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,50000.0,10.0,789.0,4.15,0.36634754853252327,4.0,4.0,4.0,4.0,4.0,5.0,5.0
0.1,50.0,0.01,50000.0,10.0,789.0,4.9,0.3077935056255463,4.0,4.0,5.0,5.0,5.0,5.0,5.0
0.01,5.0,0.01,75000.0,10.0,789.0,1.9,0.3077935056255462,1.0,1.0,2.0,2.0,2.0,2.0,2.0
0.025,12.5,0.01,75000.0,10.0,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,75000.0,10.0,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,75000.0,10.0,789.0,4.1,0.30779350562554636,4.0,4.0,4.0,4.0,4.0,5.0,5.0
0.1,50.0,0.01,75000.0,10.0,789.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0.01,5.0,0.01,100000.0,10.0,789.0,1.75,0.4442616583193193,1.0,1.0,1.75,2.0,2.0,2.0,2.0
0.025,12.5,0.01,100000.0,10.0,789.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
0.05,25.0,0.01,100000.0,10.0,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.075,37.5,0.01,100000.0,10.0,789.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
0.1,50.0,0.01,100000.0,10.0,789.0,4.85,0.36634754853252327,4.0,4.0,5.0,5.0,5.0,5.0,5.0
